Ticker,Ticker Type,Sector Description,Key,Title,Description,Year,Quarter,Month,Value Type,Value,Format,Unit,Currency Type,Source
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2018,Q1,,actual,38,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2018,Q1,,actual,22,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2018,Q1,,actual,52,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2016,Q1,,actual,42,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2017,Q1,,actual,34,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2016,Q1,,actual,27,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2017,Q1,,actual,24,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2016,Q1,,actual,48,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2017,Q1,,actual,50,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2015,Q1,,actual,26,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2015,Q1,,actual,20,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2015,Q1,,actual,44,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2018,Q1,,actual,"30,725",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2017,Q1,,actual,"20,992",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2018,Q1,,actual,"1,149",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2017,Q1,,actual,596,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2017,Q1,,actual,"11,061",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2018,Q1,,actual,"14,875",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2017,Q1,,actual,-481,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2018,Q1,,actual,-622,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2017,Q1,,actual,"3,661",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2018,Q1,,actual,"5,442",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2017,Q1,,actual,890,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2018,Q1,,actual,"1,400",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesonlinestores,Net Sales Online Stores,,2017,Q1,,actual,"22,826",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesonlinestores,Net Sales Online Stores,,2018,Q1,,actual,"26,939",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesthirdpartysellerservices,Net Sales Third-party Seller Services,,2017,Q1,,actual,"6,438",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesthirdpartysellerservices,Net Sales Third-party Seller Services,,2018,Q1,,actual,"9,265",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesphysicalstores,Net Sales Physical Stores,,2017,Q1,,actual,0,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesphysicalstores,Net Sales Physical Stores,,2018,Q1,,actual,"4,263",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalessubscriptionservices,Net Sales Subscription Services,,2017,Q1,,actual,"1,939",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalessubscriptionservices,Net Sales Subscription Services,,2018,Q1,,actual,"3,102",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2017,Q1,,actual,850,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2018,Q1,,actual,"2,031",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2016,Q1,,actual,"16,996",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2016,Q1,,actual,588,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2016,Q1,,actual,"9,566",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2016,Q1,,actual,-121,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2016,Q1,,actual,"2,566",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2016,Q1,,actual,604,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesonlinestores,Net Sales Retail Products,,2016,Q1,,actual,"19,916",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesthirdpartysellerservices,Net Sales Retail third-party seller services,,2016,Q1,,actual,"4,801",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalessubscriptionservices,Net Sales Retail subscription services,,2016,Q1,,actual,"1,300",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2016,Q1,,actual,545,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2015,Q1,,actual,"13,406",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2015,Q1,,actual,254,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2015,Q1,,actual,"7,745",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2015,Q1,,actual,-194,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2015,Q1,,actual,"1,566",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2015,Q1,,actual,195,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2015,Q1,,actual,234,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2014,Q1,,actual,"10,808",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2014,Q1,,actual,290,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2014,Q1,,actual,"7,883",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2014,Q1,,actual,-33,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2014,Q1,,actual,"1,050",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2014,Q1,,actual,245,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2014,Q1,,actual,207,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2017,Q2,,actual,36,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2018,Q2,,actual,31,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2017,Q2,,actual,27,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2018,Q2,,actual,17,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2017,Q2,,actual,51,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2018,Q2,,actual,53,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2016,Q2,,actual,44,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2016,Q2,,actual,28,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2016,Q2,,actual,49,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2015,Q2,,actual,29,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2015,Q2,,actual,22,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2015,Q2,,actual,45,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2018,Q2,,actual,"32,169",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2017,Q2,,actual,"22,370",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2018,Q2,,actual,"1,835",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2017,Q2,,actual,436,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2017,Q2,,actual,"11,485",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2018,Q2,,actual,"14,612",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2017,Q2,,actual,-724,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2018,Q2,,actual,-494,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2017,Q2,,actual,"4,100",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2018,Q2,,actual,"6,105",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2017,Q2,,actual,916,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2018,Q2,,actual,"1,642",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesonlinestores,Net Sales Online Stores,,2017,Q2,,actual,"23,754",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesonlinestores,Net Sales Online Stores,,2018,Q2,,actual,"27,165",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesthirdpartysellerservices,Net Sales Third-party Seller Services,,2017,Q2,,actual,"6,991",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesthirdpartysellerservices,Net Sales Third-party Seller Services,,2018,Q2,,actual,"9,702",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesphysicalstores,Net Sales Physical Stores,,2017,Q2,,actual,0,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesphysicalstores,Net Sales Physical Stores,,2018,Q2,,actual,"4,312",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalessubscriptionservices,Net Sales Subscription Services,,2017,Q2,,actual,"2,165",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalessubscriptionservices,Net Sales Subscription Services,,2018,Q2,,actual,"3,408",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2017,Q2,,actual,945,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2018,Q2,,actual,"2,194",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2016,Q2,,actual,"17,674",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2016,Q2,,actual,702,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2016,Q2,,actual,"9,844",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2016,Q2,,actual,-135,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2016,Q2,,actual,"2,886",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2016,Q2,,actual,718,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesonlinestores,Net Sales Retail Products,,2016,Q2,,actual,"20,378",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesthirdpartysellerservices,Net Sales Retail third-party seller services,,2016,Q2,,actual,"5,083",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalessubscriptionservices,Net Sales Retail subscription services,,2016,Q2,,actual,"1,431",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2016,Q2,,actual,626,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2015,Q2,,actual,"13,796",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2015,Q2,,actual,348,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2015,Q2,,actual,"7,565",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2015,Q2,,actual,-189,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2015,Q2,,actual,"1,824",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2015,Q2,,actual,305,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2015,Q2,,actual,235,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericanetsales,North America Net Sales,,2014,Q2,,actual,"10,994",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,northamericaoperatingincome,North America Operating Income,,2014,Q2,,actual,329,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationalnetsales,International Net Sales,,2014,Q2,,actual,"7,341",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,internationaloperatingincomeloss,International Operating Income (Loss),,2014,Q2,,actual,-2,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsnetsales,AWS Net Sales,,2014,Q2,,actual,"1,005",currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,awsoperatingincome,AWS Operating Income,,2014,Q2,,actual,77,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,netsalesother,Net Sales Other,,2014,Q2,,actual,213,currency,million,USD,https://ir.aboutamazon.com/sec-filings/sec-filing/10-q/0001018724-18-000159
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2017,Q3,,actual,39,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2018,Q3,,actual,22,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2017,Q3,,actual,25,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2018,Q3,,actual,15,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2017,Q3,,actual,50,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2018,Q3,,actual,53,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-29-566-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2016,Q3,,actual,43,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2016,Q3,,actual,28,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwsellerunitmix,Ww seller unit mix -- % of ww paid units,,2016,Q3,,actual,50,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-first-quarter-sales-23-357-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2014,Q3,,actual,32,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,wwshipmentcostsgrowth,WW shipping costs -- Y/Y growth,,2015,Q3,,actual,35,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
AMZN,Equity,Internet & Direct Marketing,wwpaidunitsgrowth,Ww paid units -- y/y growth,,2014,Q3,,actual,21,percentage,,,https://ir.aboutamazon.com/news-releases/news-release-details/amazoncom-announces-third-quarter-sales-23-254-billion
